TRUE,M5,M2,M1,M3,M4,Domain
0,0.0072,0.0213,0.13167843,0.083047058,0.093464901,u17
0,0.0072,0.0182,0.14159393,0.090236358,0.099475751,suning
1,0.00715,0.0209,0.11597833,0.071946998,0.083704831,alibaba
0,0.00715,0.0273,0.12596893,0.079621358,0.089438251,yhd
0,0.00715,0.0138,0.005706132,0.003743679,0.008044292,taobao
0,0.00715,0.1088,0.1883069,0.11686414,0.13319483,feidee
0,0.00715,0.0214,0.16085139,0.098510834,0.115385973,etao
0,0.00715,0.0138,0.006041408,0.003984845,0.008248986,tbcdn
0,0.00715,0.0183,0.092000455,0.058760273,0.066020319,vmall
0,0.00715,0.0343,0.18136981,0.113381886,0.127828867,yhd
0,0.00715,0.0106,0.0829933,0.05519598,0.05833531,mi
0,0.00715,0.0213,0.15220335,0.09476201,0.108252345,ymvip2004
0,0.00715,0.0281,0.122460395,0.076476237,0.087762277,jd
0,0.00715,0.0128,0.15526041,0.097396246,0.109792287,tbcdn
0,0.00715,0.0107,0.009058982,0.010875389,0.006551287,ymvip2004
0,0.0071,0.0257,0.008667946,0.009280768,0.007267562,yihaodianimg
0,0.0071,0.0194,0.16203237,0.100459422,0.115252659,vip
0,0.0071,0.0241,0.004283518,0.005010111,0.005428463,steampowered
0,0.0071,0.0213,0.009558946,0.008535368,0.008851262,vizury
0,0.0071,0.011,0.1094642,0.06607852,0.08058494,booen
0,0.0071,0.0115,0.014630467,0.01037828,0.013301327,dangdang
0,0.0071,0.0177,0.006465554,0.008119332,0.005605888,vmall
0,0.0071,0.0128,0.012553155,0.011331893,0.010197209,yihaodianimg
0,0.0071,0.0267,0.09779698,0.063478188,0.069117886,taobaocdn
0,0.0071,0.0222,0.09492993,0.062597958,0.066480951,mallog
0,0.0071,0.0273,0.15009582,0.090097492,0.109297074,360buyimg
0,0.0071,0.0103,0.17766622,0.110319732,0.125836354,blizzard
0,0.0071,0.0213,0.15913317,0.097799902,0.113913219,alibaba
0,0.0071,0.0213,0.014423937,0.008814362,0.014236756,yunos
0,0.00705,0.0128,0.24689779,0.153018674,0.173398453,tbcdn
0,0.00705,0.0171,0.006517321,0.006550393,0.006812125,ee-vip
0,0.00705,0.0159,0.14577442,0.092824652,0.102252094,tmall
0,0.00705,0.011,0.19521543,0.117689258,0.140460801,vizury
0,0.00705,0.0592,0.14981008,0.092206048,0.107357056,mizhuta
0,0.00705,0.0106,0.16637745,0.10038647,0.120274215,tmall
0,0.00705,0.0116,0.093583554,0.057310132,0.068868488,yingqianla
0,0.00705,0.0182,0.10303795,0.06622277,0.073056565,aliimg
0,0.00705,0.0343,0.007973403,0.010264042,0.005701382,dangdang
0,0.00705,0.0116,0.09189418,0.059176508,0.065525926,mi
0,0.00705,0.0823,0.012490004,0.013014002,0.008833003,crc03
0,0.00705,0.0177,0.10224286,0.066665716,0.071810002,ddvip
0,0.00705,0.1088,0.008601487,0.010800892,0.006021041,blizzard
0,0.007,0.0209,0.007401139,0.006080683,0.008150797,wmapi
0,0.007,0.022,0.008690983,0.00829459,0.007973688,suning
0,0.007,0.0116,0.18162352,0.110254112,0.130376464,yunos
0,0.007,0.0177,0.005557656,0.004174594,0.007460359,wmapi
0,0.007,0.0213,0.13068718,0.081932308,0.093041026,jumei
0,0.007,0.0159,0.1539405,0.0976043,0.10802835,alibaba
0,0.007,0.0587,0.18044183,0.112825098,0.127089281,hl
0,0.007,0.0072,0.11083099,0.070578594,0.078721693,meituan
0,0.007,0.0587,0.1299929,0.08335574,0.09117503,tmall
0,0.007,0.0283,0.010451168,0.009270701,0.009265818,meituan
0,0.007,0.0592,0.17467341,0.107044046,0.124791387,onlinedown
0,0.007,0.0079,0.00624159,0.006984954,0.006139113,images-amazon
0,0.007,0.0163,0.13332647,0.085315882,0.093538529,vip
0,0.007,0.0343,0.012699723,0.009179834,0.011919806,yihaodianimg
0,0.007,0.0213,0.009786844,0.008592106,0.009010791,jinshavip444
0,0.00695,0.0382,0.08673021,0.053638126,0.063681147,vmall
0,0.00695,0.0072,0.09562871,0.058177226,0.070510097,mituannet
0,0.00695,0.0823,0.12319794,0.076318764,0.088608558,360buyimg
0,0.00695,0.0234,0.00865224,0.005271344,0.010166568,etao
0,0.00695,0.0106,0.22098312,0.138069872,0.154748184,vip
0,0.00695,0.0592,0.10082218,0.063133308,0.072765526,jd
0,0.00695,0.0255,0.013631076,0.013458646,0.009751753,gome
0,0.00695,0.0229,0.006328195,0.005676917,0.007189737,babytree
0,0.00695,0.1193,0.101932645,0.062479587,0.074532852,vmall
0,0.00695,0.0213,0.10112205,0.06243323,0.073635435,360buyimg
0,0.00695,0.0587,0.006774783,0.00946487,0.004862348,transrush
0,0.00695,0.0194,0.035259545,0.023675727,0.026961682,mallog
0,0.0069,0.0178,0.010020793,0.007212476,0.010254555,fkwjdf
0,0.0069,0.0171,0.009237409,0.006662445,0.009766186,mi
0,0.0069,0.0106,0.09493318,0.057839908,0.069933226,ocj
0,0.0069,0.0166,0.008489907,0.006573944,0.008972935,ocj
0,0.0069,0.0126,0.35225716,0.212394296,0.249940012,suning
0,0.0069,0.0257,0.006870031,0.009602019,0.004839022,mi
0,0.0069,0.0159,0.10078204,0.065069224,0.071237428,babytree
0,0.0069,0.0103,0.3532667,0.21472002,0.24935669,mizhuta
0,0.0069,0.0257,0.107417345,0.069050407,0.075882142,ksmobile
0,0.0069,0.0166,0.002346396,0.002887838,0.004672477,images-amazon
0,0.0069,0.0106,0.12166664,0.076439984,0.086726648,mi
0,0.0069,0.0116,0.08190486,0.050302916,0.060603402,ymvip2004
0,0.0069,0.0116,0.1007185,0.0636711,0.07221295,blizzard
0,0.0069,0.0213,0.007107824,0.004944694,0.008605477,feidee
0,0.0069,0.0213,0.12034047,0.072764282,0.087958329,steampowered
0,0.0069,0.0213,0.008224934,0.00649496,0.008727454,ebayimg
0,0.0069,0.0823,0.12309483,0.079336898,0.086196381,babytree
1,0.00685,0.1088,0.00297606,0.006865636,0.002383242,dangdang
0,0.00685,0.0403,0.005962372,0.005697423,0.00669366,suning
0,0.00685,0.0157,0.010515153,0.010229092,0.008530607,tmall
0,0.00685,0.0138,0.009639919,0.006863951,0.010047943,ymvip1005
0,0.00685,0.0171,0.009873718,0.006404231,0.010661603,feidee
0,0.00685,0.0108,0.00739485,0.00835691,0.006346395,aliimg
0,0.00685,0.0136,0.48788196,0.297529176,0.342027372,mi
0,0.00685,0.0292,0.1431467,0.08744802,0.10314269,dangdang
0,0.00685,0.0166,0.09562871,0.062737226,0.067030097,yhd
0,0.00685,0.0079,0.007694721,0.007656833,0.007216305,ocj
0,0.00685,0.0116,0.016621083,0.01045265,0.015384758,mallog
0,0.00685,0.0209,0.0829933,0.05211598,0.06046531,lemall
0,0.00685,0.012,0.010451168,0.007710701,0.010345818,alibaba
0,0.00685,0.0102,0.035259545,0.025355727,0.025641682,wjumei
0,0.00685,0.0177,0.006388664,0.009113198,0.004622065,huayingtuan
0,0.00685,0.0575,0.005790144,0.008674086,0.004263101,yihaodianimg
0,0.00685,0.0116,0.098127335,0.063396401,0.069409135,tbcdn
0,0.00685,0.0159,0.011730462,0.012478277,0.008241323,alibaba
0,0.00685,0.1088,0.002346396,0.006047838,0.002272477,steampowered
0,0.00685,0.0587,0.16085139,0.101710834,0.112805973,suning
0,0.00685,0.0119,0.008120388,0.009392233,0.006404272,amazon
0,0.0068,0.0575,0.09140393,0.057442358,0.066112751,alimama
0,0.0068,0.0136,0.08764979,0.055069874,0.063574853,vip
0,0.0068,0.0161,0.006636143,0.005061686,0.0079153,tmall
0,0.0068,0.0221,0.008082271,0.009529363,0.00622759,amazon
0,0.0068,0.0063,0.16820434,0.102482604,0.120653038,ttgv
0,0.0068,0.0106,0.007805824,0.009443494,0.005974077,suning
0,0.0068,0.0183,0.007422298,0.008533379,0.006215609,babytree
0,0.0068,0.0587,0.00491637,0.007949822,0.003771459,taobaocdn
0,0.0068,0.0138,0.13513944,0.086443664,0.094657608,twohou
0,0.0068,0.0159,0.10916129,0.070456774,0.076772903,tmall
0,0.0068,0.0194,0.006048799,0.004229279,0.007864159,yihaodianimg
0,0.0068,0.0283,0.004178911,0.004227347,0.005715238,vmall
0,0.0068,0.0079,0.18136981,0.113661886,0.127408867,360buyimg
0,0.0068,0.0293,0.009117156,0.009310294,0.007582009,wmapi
0,0.0068,0.0166,0.19409207,0.121095242,0.136464449,meituan
0,0.0068,0.0253,0.13857141,0.088342846,0.097179987,vip
0,0.00675,0.0159,0.09240636,0.058963816,0.066094452,mi
0,0.00675,0.1193,0.007683337,0.006730002,0.007838336,linkshop
0,0.00675,0.0213,0.010791034,0.00847462,0.010103724,crc03
0,0.00675,0.0213,0.008759648,0.007695789,0.008351754,onlinedown
0,0.00675,0.0159,0.010922611,0.010233567,0.008935828,haibao
0,0.00675,0.1193,0.1381115,0.0851869,0.09898805,onlinedown
0,0.00675,0.0159,0.014318883,0.01295133,0.010803218,suning
0,0.00675,0.0159,0.09974113,0.065124678,0.069908791,yihaodianimg
0,0.00675,0.0112,0.006775051,0.008665031,0.005342536,mi
0,0.00675,0.0106,0.11528507,0.074531042,0.080729549,bimaivip
0,0.00675,0.0257,0.14600232,0.090321392,0.104211624,taocaimall
0,0.00675,0.0241,0.2519017,0.15350102,0.17861119,steampowered
0,0.00675,0.0177,0.09717947,0.062667682,0.068805629,dangdang
0,0.00675,0.0592,0.006763607,0.006818164,0.006714525,tmall
0,0.00675,0.033,0.010762602,0.011817561,0.007563821,ksmobile
0,0.00675,0.0116,0.10916129,0.067056774,0.079292903,xplxpt
0,0.0067,0.0234,0.13280365,0.08140219,0.095692555,lemall
0,0.0067,0.0116,0.007713884,0.00538833,0.008849719,ebaystatic
0,0.0067,0.0343,0.15192494,0.093434964,0.108657458,meituan
0,0.0067,0.0209,0.12688234,0.080129404,0.089837638,airchina
0,0.0067,0.0146,0.00624755,0.00718853,0.005813285,ksmobile
0,0.0067,0.0257,0.18446651,0.111999906,0.132156557,yhd
0,0.0067,0.0229,0.11378753,0.071632518,0.081151271,jd
0,0.0067,0.0107,0.09732482,0.060754892,0.070377374,booen
0,0.0067,0.0116,0.16716805,0.10330083,0.118787635,hl
0,0.0067,0.0093,0.002346396,0.001807838,0.005362477,alibaba
0,0.0067,0.0295,0.13299513,0.081317078,0.095976591,alibaba
0,0.0067,0.0989,0.104813516,0.06808811,0.073489461,taobaocdn
0,0.00665,0.0171,0.102333814,0.064560288,0.07325367,tmall
0,0.00665,0.011,0.13947845,0.08376707,0.101564915,sevhk
0,0.00665,0.0229,0.2739359,0.16744154,0.19343513,mallog
0,0.00665,0.0159,0.008009791,0.008845875,0.006566854,vmall
0,0.00665,0.0093,0.005170167,0.0049021,0.006259117,ksmobile
0,0.00665,0.0177,0.00850156,0.007420936,0.008201092,alibaba
0,0.00665,0.0161,0.13972726,0.088356356,0.098409082,alibaba
0,0.00665,0.0159,0.16716805,0.10442083,0.117917635,okaybuy
0,0.00665,0.0221,0.15687224,0.097123344,0.111550568,tmall
0,0.00665,0.0209,0.13319075,0.08015445,0.097043525,mituannet
0,0.00665,0.0592,0.006899238,0.005059543,0.008129467,scene7
0,0.00665,0.0106,0.16648164,0.103768984,0.117617148,ocj
0,0.00665,0.0209,0.08883172,0.054459032,0.065302204,steampowered
0,0.00665,0.0161,0.46521318,0.282127908,0.327389226,scene7
0,0.00665,0.0183,0.11030963,0.070985778,0.077606741,meituan
0,0.0066,0.0106,0.10112205,0.06411323,0.072165435,dangdang
0,0.0066,0.0369,0.13889673,0.086778038,0.098607711,jd
0,0.0066,0.0106,0.10857242,0.070343452,0.076060694,mi
0,0.0066,0.0257,0.00960198,0.006721188,0.009961386,feidee
0,0.0066,0.0106,0.35967958,0.217447748,0.254505706,aliimg
0,0.0066,0.0292,0.00850156,0.007420936,0.008171092,vip
0,0.0066,0.1193,0.007683337,0.007450002,0.007208336,suning
0,0.0066,0.0213,0.119984925,0.074230955,0.086269448,feidee
0,0.0066,0.0108,0.008983523,0.005670114,0.010038466,feidee
0,0.0066,0.0221,0.09864822,0.060588932,0.071963754,12fou
0,0.0066,0.0159,0.010719717,0.01127183,0.007833802,meituan
0,0.0066,0.0286,0.25431064,0.156026384,0.179397448,blizzard
0,0.0066,0.0182,0.08910045,0.05850027,0.062550315,tbcdn
0,0.00655,0.0257,0.1399332,0.08707992,0.09954324,blizzard
0,0.00655,0.0126,0.19389868,0.116859208,0.139269076,mallog
0,0.00655,0.1193,0.24554989,0.149289934,0.174344923,yhd
0,0.00655,0.0575,0.09809151,0.064014906,0.068724057,blizzard
0,0.00655,0.0283,0.16849911,0.105299466,0.118729377,xmjdwl
0,0.00655,0.0221,0.14118484,0.088630904,0.099819388,amazon
0,0.00655,0.0213,0.19268528,0.117091168,0.137699696,vmall
0,0.00655,0.0213,0.007688195,0.005652917,0.008531737,tbcdn
0,0.00655,0.0182,0.009913564,0.010828138,0.007209495,aliimg
0,0.00655,0.0283,0.100610524,0.061566314,0.073457367,ymvip1005
0,0.00655,0.0587,0.09381333,0.060527998,0.066419331,meituan
0,0.00655,0.0123,0.13378727,0.084672362,0.094281089,alibaba
0,0.00655,0.032,0.009995222,0.010277133,0.007716655,alimama
0,0.0065,0.0343,0.40829515,0.24817709,0.287306605,crc03
0,0.0065,0.1193,0.1477491,0.09068946,0.10579437,njdapaidang
0,0.0065,0.0102,0.16255704,0.100214224,0.115679928,babytree
0,0.0065,0.0213,0.13378727,0.082032362,0.096231089,taocaimall
0,0.0065,0.0159,0.006328225,0.008276935,0.004969758,steampowered
0,0.0065,0.0257,0.09515026,0.061490156,0.067205182,jinshavip444
0,0.0065,0.0343,0.006411612,0.008686967,0.004758128,hc360
0,0.0065,0.0106,0.089194715,0.058036829,0.062946301,ttgv
0,0.0065,0.0222,0.09244135,0.05986481,0.065308945,dangdang
0,0.0065,0.0256,0.098771006,0.063182604,0.070099704,alimama
0,0.0065,0.0209,0.008293361,0.005696017,0.009165353,zqvip2
0,0.0065,0.0107,0.14428803,0.090292818,0.102111621,wjumei
0,0.0065,0.0213,0.104530185,0.064238111,0.07593113,meituan
0,0.0065,0.0213,0.10078204,0.063949224,0.071837428,tbcdn
0,0.0065,0.0159,0.09717947,0.063347682,0.068145629,aliimg
0,0.0065,0.0107,0.12005478,0.075752868,0.085148346,yingqianla
0,0.00645,0.0136,0.22891483,0.138988898,0.162880381,yhd
0,0.00645,0.0575,0.006893158,0.007095895,0.006475211,blizzard
0,0.00645,0.0138,0.1912027,0.11612162,0.13666189,yhd
0,0.00645,0.0116,0.006815195,0.005809117,0.007350637,alimama
0,0.00645,0.0587,0.19801152,0.122126912,0.139988064,mi
0,0.00645,0.0106,0.091911465,0.055746879,0.067758026,mallog
0,0.00645,0.0102,0.09319425,0.05899655,0.066795975,gameloft
0,0.00645,0.0159,0.23043105,0.14009863,0.163791735,meituan
0,0.00645,0.012,0.16846958,0.103441748,0.120028706,alibaba
0,0.00645,0.0587,0.15339452,0.096596712,0.107826164,ocj
0,0.00645,0.0214,0.140937,0.0864822,0.1010859,mi
0,0.00645,0.0138,0.002346396,0.004767838,0.002992477,dangdang
0,0.00645,0.0209,0.008758694,0.005775216,0.009611086,amazon
0,0.0064,0.0234,0.0066576,0.00523456,0.00757032,etao
0,0.0064,0.0343,0.005889565,0.008213739,0.004452696,tmall
0,0.0064,0.0194,0.12099409,0.073716454,0.087695863,lemall
0,0.0064,0.0108,0.006395102,0.004197061,0.008046571,yhd
0,0.0064,0.012,0.006465554,0.005919332,0.006835888,gameloft
0,0.0064,0.0102,0.11756778,0.074860668,0.082897446,lemall
0,0.0064,0.0587,0.005975157,0.007825094,0.00484261,mi
0,0.0064,0.0823,0.08956736,0.058540416,0.062937152,yihaodianimg
0,0.0064,0.0177,0.18958056,0.115508336,0.135226392,zqvip2
0,0.0064,0.0281,0.14423975,0.09126385,0.101267825,ocj
0,0.0064,0.0063,0.007713884,0.00522833,0.008789719,vsco
0,0.0064,0.0123,0.00346452,0.006598712,0.002875164,tmall
0,0.0064,0.0073,0.16687736,0.103366416,0.118224152,aliimg
0,0.0064,0.0587,0.006328195,0.008876917,0.004459737,lemall
0,0.00635,0.0166,0.017955035,0.014973021,0.013228525,yihaodianimg
0,0.00635,0.0823,0.1733459,0.10820754,0.12200213,lemall
0,0.00635,0.0275,0.14577442,0.088344652,0.105192094,amazon
0,0.00635,0.0592,0.007161468,0.008496881,0.005673028,yihaodianimg
0,0.00635,0.0327,0.006434947,0.008860968,0.004564463,alimama
0,0.00635,0.0369,0.010589004,0.010113402,0.008402303,jd
0,0.00635,0.0166,0.007713884,0.00642833,0.007859719,tmall
0,0.00635,0.0116,0.14659315,0.09179589,0.103545205,ymvip2004
0,0.00635,0.0103,0.1770724,0.10940344,0.12539068,xbike
0,0.00635,0.1088,0.008761704,0.008937022,0.007183193,csai
0,0.00635,0.0213,0.010793477,0.007836086,0.010345434,yihaodianimg
0,0.00635,0.0209,0.004893124,0.004775874,0.005855187,yunos
0,0.00635,0.0108,0.13415611,0.081213666,0.097179277,gameloft
0,0.00635,0.0213,0.008009791,0.005365875,0.008996854,mi
1,0.0063,0.0106,0.005530357,0.006718214,0.00510125,tmall
1,0.0063,0.0575,0.011425346,0.011815208,0.008057742,amazon
0,0.0063,0.0171,0.09307742,0.057326452,0.067824194,yingqianla
0,0.0063,0.0146,0.090807945,0.058604767,0.064255562,tmall
0,0.0063,0.0273,0.002977818,0.004306691,0.003974473,yunos
0,0.0063,0.0157,0.104492426,0.067415456,0.073384698,images-amazon
0,0.0063,0.0403,0.08448219,0.052209314,0.061777533,yunos
0,0.0063,0.0161,0.1653716,0.10342296,0.11639012,mallog
0,0.0063,0.0298,0.010687202,0.009412321,0.009011041,ocj
0,0.0063,0.0209,0.3192526,0.19263156,0.22644682,tmall
0,0.0063,0.0116,0.007434428,0.004580657,0.0088941,alimama
0,0.0063,0.0823,0.008589029,0.008193417,0.00751232,suning
0,0.0063,0.0063,0.009130269,0.009038161,0.007501188,etao
0,0.0063,0.0343,0.1630246,0.10165476,0.11501722,mituannet
0,0.0063,0.0592,0.19517413,0.119464478,0.138631891,ablvip
0,0.0063,0.0213,0.008897781,0.006178669,0.009378447,mallog
0,0.0063,0.0277,0.008674294,0.006164576,0.009132006,images-amazon
0,0.0063,0.0159,0.012727231,0.012476339,0.009059062,ocj
0,0.0063,0.0213,0.005975157,0.003985094,0.00766261,onlinedown
0,0.0063,0.011,0.007464945,0.005758967,0.008045462,yihaodianimg
0,0.00625,0.0229,0.10300532,0.062923192,0.075013724,dangdang
0,0.00625,0.0213,0.006195426,0.005717256,0.006586798,vip
0,0.00625,0.0159,0.15648457,0.097650742,0.110469199,amazon
0,0.00625,0.0213,0.007413924,0.005648354,0.008039747,myshopify
0,0.00625,0.0163,0.00739485,0.00819691,0.006106395,huiqituan
0,0.00625,0.0106,0.1294094,0.08088564,0.09190658,feidee
0,0.00625,0.0093,0.009743065,0.006045839,0.010420146,gome
0,0.00625,0.0073,0.1054554,0.06571324,0.07573878,ymvip2002
0,0.00625,0.0105,0.12167147,0.076322882,0.086430029,tbcdn
0,0.00625,0.0222,0.11500198,0.072841188,0.081371386,alimama
0,0.00625,0.0213,0.17997372,0.108464232,0.129371604,tbcdn
0,0.0062,0.0403,0.012490004,0.012054002,0.009043003,mi
0,0.0062,0.0126,0.2235029,0.13818174,0.15711203,amazon
0,0.0062,0.0281,0.006265909,0.006839545,0.005796136,aliimg
0,0.0062,0.0823,0.16644141,0.102184846,0.118488987,amazon
0,0.0062,0.0166,0.14402133,0.088652798,0.102854931,babytree
0,0.0062,0.011,0.40829515,0.24757709,0.287576605,meituan
0,0.0062,0.0112,0.009558946,0.009895368,0.007291262,suning
0,0.0062,0.0159,0.3192526,0.19515156,0.22449682,mallog
0,0.0062,0.0293,0.2260805,0.1373683,0.16068635,sc
0,0.0062,0.0165,0.011068016,0.01020081,0.008797611,tbcdn
0,0.0062,0.0823,0.008149833,0.0087299,0.006544883,blizzard
0,0.0062,0.0293,0.104530185,0.065598111,0.07473113,alibaba
0,0.0062,0.0213,0.11403239,0.069939434,0.082402673,jumei
0,0.0062,0.0989,0.00850156,0.009940936,0.006041092,meituan
1,0.00615,0.0159,0.009527683,0.01027661,0.006939378,blizzard
0,0.00615,0.0575,0.098771006,0.060102604,0.072199704,wmapi
0,0.00615,0.0257,0.009894192,0.007296515,0.009595934,yunos
0,0.00615,0.0128,0.14663851,0.088743106,0.105766957,yunos
0,0.00615,0.2566,0.16687736,0.103046416,0.118314152,aliimg
0,0.00615,0.0229,0.10026473,0.064478838,0.070635311,dangdang
0,0.00615,0.0213,0.006328225,0.007316935,0.005479758,yihaodianimg
0,0.00615,0.0171,0.09953597,0.059841582,0.073275179,wmapi
0,0.00615,0.0161,0.14742258,0.091013548,0.104965806,dangdang
0,0.00615,0.1088,0.34890503,0.210143018,0.247323521,aliimg
0,0.00615,0.011,0.011557967,0.00709478,0.011660577,yunos
0,0.00615,0.0403,0.007977128,0.008346277,0.00660399,meituan
0,0.00615,0.0103,0.17965835,0.10879501,0.128700845,yhd
0,0.00615,0.0213,0.13883549,0.084181294,0.100214843,lemall
0,0.00615,0.0222,0.007401198,0.008880719,0.005540839,dangdang
0,0.00615,0.0222,0.09705341,0.061632046,0.069077387,360buyimg
0,0.00615,0.0163,0.23125339,0.143592034,0.161937373,feidee
0,0.00615,0.0213,0.42208531,0.253251186,0.299149717,ksmobile
0,0.00615,0.0241,0.23961589,0.147129534,0.168901123,ksmobile
0,0.00615,0.0159,0.18341967,0.113771802,0.129293769,airchina
0,0.00615,0.0229,0.18341967,0.111611802,0.130913769,suning
0,0.00615,0.0295,0.17874858,0.108569148,0.127824006,aliexpress
0,0.0061,0.0163,0.10263187,0.066339122,0.071932309,ksmobile
0,0.0061,0.0194,0.007510632,0.005186379,0.008407442,vmall
0,0.0061,0.0159,0.23802924,0.146897544,0.167220468,suning
0,0.0061,0.0116,0.008837372,0.005982423,0.00933616,vmall
0,0.0061,0.0214,0.09295511,0.056893066,0.067888577,suning
0,0.0061,0.0213,0.11528507,0.070651042,0.083249549,360buyimg
0,0.0061,0.0587,0.006736577,0.008361946,0.005135604,yunos
0,0.0061,0.0213,0.009096444,0.005577866,0.009937511,alimama
0,0.0061,0.0183,0.006655455,0.004193273,0.008168819,ikea
0,0.0061,0.0343,0.012893438,0.007736063,0.012685407,tbcdn
0,0.0061,0.0575,0.1313754,0.08118524,0.09385278,yihaodianimg
0,0.0061,0.0159,0.007683337,0.008970002,0.005768336,yhd
0,0.0061,0.0159,0.008098781,0.007899269,0.007049147,aliimg
0,0.0061,0.0159,0.009292424,0.009615454,0.007134697,blizzard
0,0.0061,0.0213,0.006371051,0.005582631,0.006799736,xx00mm1
0,0.0061,0.0161,0.00600487,0.005962922,0.006093409,alibaba
0,0.0061,0.0587,0.007196009,0.009037605,0.005157206,ocj
0,0.00605,0.0106,0.08618495,0.05575097,0.060929465,alibaba
0,0.00605,0.0163,0.11083099,0.066818594,0.080971693,alibaba
0,0.00605,0.0063,0.005534798,0.004480879,0.006634359,njdapaidang
0,0.00605,0.0213,0.006434947,0.006220968,0.006364463,xbike
0,0.00605,0.0166,0.006775051,0.005785031,0.007082536,yunos
0,0.00605,0.0343,0.20825675,0.12955405,0.145959725,njdapaidang
0,0.00605,0.0106,0.007398754,0.007199252,0.006739128,aliimg
0,0.00605,0.0159,0.00645569,0.007393414,0.005508983,hc360
0,0.00605,0.0158,0.12652746,0.079076476,0.089829222,suning
0,0.00605,0.0213,0.020941615,0.013684969,0.017449131,blizzard
0,0.00605,0.0209,0.006774783,0.00506487,0.007622348,scene7
0,0.00605,0.0241,0.23995194,0.144491164,0.171206358,crc03
0,0.00605,0.0161,0.12667456,0.080724736,0.088762192,ebaystatic
0,0.00605,0.0177,0.09503794,0.061382764,0.066886558,mi
0,0.00605,0.0989,0.01309213,0.012135278,0.009584491,meituan
0,0.00605,0.0165,0.1598599,0.09591594,0.11553193,aliimg
0,0.006,0.0126,0.21122408,0.130414448,0.148696856,hc360
0,0.006,0.0115,0.101932645,0.065359587,0.071802852,vizury
0,0.006,0.0161,0.007913888,0.007508333,0.007069722,airchina
0,0.006,0.0257,0.1599839,0.09979034,0.11273873,hc360
0,0.006,0.0343,0.017274916,0.01232495,0.014222441,mi
0,0.006,0.0575,0.00677219,0.008063314,0.005340533,ikea
0,0.006,0.0123,0.0957537,0.05985222,0.06882759,jjdszx
0,0.006,0.0138,0.13043162,0.079098972,0.094272134,yunos
0,0.006,0.0138,0.1448932,0.08829592,0.10400524,ee-vip
0,0.006,0.0105,0.15648457,0.094410742,0.112749199,babytree
0,0.006,0.0592,0.009966373,0.008619824,0.008596461,jd
0,0.006,0.0138,0.009915471,0.008109283,0.00892083,blizzard
0,0.006,0.0115,0.007289589,0.007973753,0.006002712,gameloft
0,0.006,0.011,0.010428548,0.006697129,0.010569984,baconbuy
0,0.006,0.0823,0.19521543,0.120889258,0.137430801,lemall
1,0.00595,0.0116,0.102464765,0.063918859,0.073465336,kindlymall
0,0.00595,0.0575,0.3278682,0.19872092,0.23157774,mi
0,0.00595,0.0159,0.140937,0.0871622,0.1002759,eretrvip
0,0.00595,0.0116,0.010625213,0.007015128,0.010527649,babytree
0,0.00595,0.0177,0.0035716,0.00398296,0.00469012,yunos
0,0.00595,0.0315,0.009985536,0.006391322,0.010259875,suning
0,0.00595,0.0281,0.22607586,0.137845516,0.160173102,yihaodianimg
0,0.00595,0.0116,0.2002396,0.12190376,0.14241772,airchina
0,0.00595,0.0177,0.095021546,0.060692928,0.067325082,alibaba
0,0.00595,0.0214,0.005706132,0.005623679,0.005914292,hc360
0,0.00595,0.0241,0.14339864,0.087879184,0.102569048,dangdang
0,0.00595,0.0292,0.17356092,0.108136552,0.122062644,suning
0,0.00595,0.0108,0.00845173,0.006271038,0.008586211,jd
0,0.00595,0.0823,0.09927741,0.062686446,0.070724187,yhd
0,0.00595,0.0073,0.015948355,0.011129013,0.013563849,tmall
0,0.00595,0.0072,0.006582111,0.006869267,0.005987478,alibaba
0,0.00595,0.0166,0.1486046,0.08980276,0.10711322,ddvip
0,0.00595,0.0229,0.00677219,0.005103314,0.007530533,ocj
0,0.00595,0.0159,0.14742258,0.092733548,0.103555806,mi
0,0.00595,0.0177,0.006774783,0.00546487,0.007262348,huiv
0,0.00595,0.0163,0.01372236,0.008833416,0.012725652,dangdang
0,0.00595,0.0209,0.007905155,0.004903093,0.008983609,alibaba
0,0.00595,0.0213,0.10342741,0.063456446,0.074919187,okaybuy
0,0.00595,0.0138,0.005834669,0.003540801,0.007624268,aliimg
0,0.0059,0.1088,0.15687224,0.096563344,0.111520568,surex
0,0.0059,0.0221,0.098466545,0.059479927,0.072166582,aliimg
0,0.0059,0.0116,0.010625213,0.006775128,0.010677649,meituan
0,0.0059,0.0229,0.009302378,0.005901427,0.009811665,meituan
0,0.0059,0.028,0.0968228,0.06237368,0.06810596,tbcdn
0,0.0059,0.0159,0.09488839,0.059413034,0.068101873,aliimg
0,0.0059,0.0178,0.00346452,0.003078712,0.005215164,360buyimg
0,0.0059,0.0106,0.11972362,0.075874172,0.084316534,tbcdn
0,0.0059,0.0079,0.00958848,0.009473088,0.007461936,csai
0,0.0059,0.0104,0.008576661,0.008585997,0.006963663,tmall
0,0.0059,0.0072,0.09705341,0.062592046,0.068207387,alibaba
0,0.0059,0.0161,0.011297613,0.011498568,0.007908329,tmall
0,0.0059,0.0109,0.09319425,0.06063655,0.065235975,aliimg
0,0.00585,0.0177,0.009536862,0.008522117,0.008085803,360buyimg
0,0.00585,0.0575,0.009377658,0.006186595,0.009654361,360buyimg
0,0.00585,0.0403,0.003608286,0.004844972,0.0040258,taobaocdn
